transaction_id,date,year_month,product_id,customer_id,category,brand_tier,channel,customer_segment,base_cost,listed_price,competitor_price,discount_pct,units_sold,revenue,gross_profit,margin_pct,price_gap_pct,baseline_elasticity,pricing_signal
T009693,2025-05-05,2025-05,P103,C04416,Home & Kitchen,Premium,Online,Returning,3067.17,3479.02,3582.83,9.9,55,191346.1,22651.75,11.84,-2.9,-0.566,Maintain
T009694,2025-09-26,2025-09,P075,C00343,Electronics,Core,Mobile App,New,901.46,1022.37,1147.69,10.1,134,136997.58,16201.94,11.83,-10.92,-2.514,Maintain
T009695,2025-08-14,2025-08,P104,C04395,Fashion,Core,Online,New,4311.4,4850.06,7840.57,23.8,361,1750871.66,194456.26,11.11,-38.14,-1.952,Maintain
T009696,2025-10-08,2025-10,P077,C04382,Home & Kitchen,Core,Online,Loyal,2797.38,4087.05,4645.67,0.0,192,784713.6,247616.64,31.56,-12.02,-2.331,Maintain
T009697,2025-01-30,2025-01,P015,C03231,Home & Kitchen,Value,Mobile App,Price Sensitive,2761.39,4268.13,4743.34,17.5,206,879234.78,310388.44,35.3,-10.02,-2.261,Maintain
T009698,2025-01-22,2025-01,P068,C03359,Home & Kitchen,Core,Online,Loyal,651.48,765.75,1032.83,11.6,159,121754.25,18168.93,14.92,-25.86,-0.774,Maintain
T009699,2025-08-23,2025-08,P092,C00135,Sports,Value,Online,New,2719.75,4625.07,5402.4,10.7,35,161877.45,66686.2,41.2,-14.39,-0.699,Increase
T009700,2025-04-21,2025-04,P015,C04268,Home & Kitchen,Value,Online,Returning,2761.39,4509.59,4737.35,0.0,176,793687.84,307683.2,38.77,-4.81,-2.261,Maintain
T009701,2025-03-28,2025-03,P061,C02378,Sports,Core,Online,Loyal,4035.87,6569.61,7310.92,16.5,207,1359909.27,524484.18,38.57,-10.14,-1.189,Increase
T009702,2025-06-03,2025-06,P079,C01528,Beauty,Core,Online,Price Sensitive,1084.85,1929.03,1681.01,0.5,95,183257.85,80197.1,43.76,14.75,-0.998,Maintain
T009703,2025-09-22,2025-09,P056,C03015,Sports,Premium,Online,Loyal,440.87,552.69,608.99,18.7,175,96720.75,19568.5,20.23,-9.24,-2.082,Maintain
T009704,2025-03-07,2025-03,P096,C02408,Sports,Core,Mobile App,New,3390.68,5459.76,5604.34,4.6,46,251148.96,95177.68,37.9,-2.58,-2.205,Maintain
T009705,2025-12-22,2025-12,P016,C01628,Electronics,Core,Online,Loyal,346.92,469.96,635.95,18.7,138,64854.48,16979.52,26.18,-26.1,-2.282,Maintain
T009706,2025-06-03,2025-06,P042,C01449,Fashion,Value,Online,New,4143.05,5890.8,6715.49,3.4,47,276867.6,82144.25,29.67,-12.28,-0.625,Increase
T009707,2025-02-24,2025-02,P115,C00532,Electronics,Core,Marketplace,Returning,4215.35,5483.85,5615.5,1.9,120,658062.0,152220.0,23.13,-2.34,-2.002,Maintain
T009708,2025-01-26,2025-01,P062,C04091,Beauty,Value,Mobile App,Price Sensitive,4047.15,6183.8,7469.25,7.7,99,612196.2,211528.35,34.55,-17.21,-2.522,Maintain
T009709,2025-11-09,2025-11,P022,C02997,Home & Kitchen,Premium,Marketplace,Price Sensitive,2335.5,4280.56,4759.1,3.2,104,445178.24,202286.24,45.44,-10.06,-0.587,Increase
T009710,2025-02-11,2025-02,P014,C01295,Fashion,Value,Online,Returning,1724.2,2516.04,2915.97,6.7,66,166058.64,52261.44,31.47,-13.72,-1.924,Maintain
T009711,2025-06-02,2025-06,P072,C03255,Home & Kitchen,Core,Online,Loyal,1274.12,1193.59,1754.44,20.2,183,218426.97,-14736.99,-6.75,-31.97,-0.94,Maintain
T009712,2025-09-02,2025-09,P112,C03123,Electronics,Value,Online,Returning,2031.24,3067.12,3459.5,4.5,221,677833.52,228929.48,33.77,-11.34,-1.581,Maintain
T009713,2025-07-07,2025-07,P006,C00630,Fashion,Premium,Mobile App,New,2349.46,3100.98,3903.18,9.6,76,235674.48,57115.52,24.23,-20.55,-1.7,Maintain
T009714,2025-04-06,2025-04,P014,C00788,Fashion,Value,Marketplace,Price Sensitive,1724.2,2115.51,2895.08,19.5,108,228475.08,42261.48,18.5,-26.93,-1.924,Maintain
T009715,2025-02-09,2025-02,P046,C01039,Fashion,Core,Online,Price Sensitive,1826.42,2686.95,3010.78,10.0,139,373486.05,119613.67,32.03,-10.76,-0.71,Increase
T009716,2025-09-17,2025-09,P026,C00474,Electronics,Value,Online,Returning,1384.65,2191.58,2405.8,16.3,57,124920.06,45995.01,36.82,-8.9,-0.479,Increase
T009717,2025-06-28,2025-06,P015,C03704,Home & Kitchen,Value,Online,Loyal,2761.39,4852.57,4725.97,12.3,170,824936.9,355500.6,43.09,2.68,-2.261,Maintain
T009718,2025-01-18,2025-01,P036,C00701,Electronics,Core,Online,New,3107.02,3660.79,4102.04,15.4,133,486885.07,73651.41,15.13,-10.76,-1.623,Maintain
T009719,2025-03-08,2025-03,P078,C03652,Sports,Core,Online,Returning,3966.89,6293.98,6494.89,7.9,55,346168.9,127989.95,36.97,-3.09,-1.515,Maintain
T009720,2025-07-25,2025-07,P100,C02383,Fashion,Premium,Marketplace,Price Sensitive,1939.71,2374.98,2800.55,12.4,191,453621.18,83136.57,18.33,-15.2,-1.232,Maintain
T009721,2025-03-03,2025-03,P037,C00526,Electronics,Core,Online,Loyal,1445.24,1712.01,2244.73,21.0,221,378354.21,58956.17,15.58,-23.73,-0.825,Maintain
T009722,2025-05-23,2025-05,P085,C03801,Electronics,Premium,Online,Returning,309.23,474.28,550.02,6.1,233,110507.24,38456.65,34.8,-13.77,-2.018,Maintain
T009723,2025-02-15,2025-02,P099,C00781,Electronics,Value,Mobile App,Returning,4192.14,7140.35,8235.68,11.3,209,1492333.15,616175.89,41.29,-13.3,-0.914,Increase
T009724,2025-10-18,2025-10,P001,C04497,Sports,Premium,Online,Loyal,2732.42,4041.13,4183.73,3.6,225,909254.25,294459.75,32.38,-3.41,-0.598,Maintain
T009725,2025-08-19,2025-08,P103,C00064,Home & Kitchen,Premium,Marketplace,Price Sensitive,3067.17,3409.09,3779.59,15.6,53,180681.77,18121.76,10.03,-9.8,-0.566,Maintain
T009726,2025-10-14,2025-10,P023,C02803,Fashion,Core,Online,New,4235.76,8141.7,8859.18,0.0,37,301242.9,144519.78,47.97,-8.1,-0.922,Increase
T009727,2025-01-20,2025-01,P083,C01412,Fashion,Core,Marketplace,New,2378.15,4393.34,4062.94,6.3,52,228453.68,104789.88,45.87,8.13,-1.021,Maintain
T009728,2025-05-18,2025-05,P091,C02402,Electronics,Core,Online,Returning,3200.62,4107.37,4561.59,15.4,92,377878.04,83421.0,22.08,-9.96,-2.509,Maintain
T009729,2025-04-08,2025-04,P102,C03779,Sports,Premium,Online,Returning,2326.48,3585.44,3514.43,7.3,102,365714.88,128413.92,35.11,2.02,-2.288,Maintain
T009730,2025-08-16,2025-08,P049,C03541,Sports,Core,Mobile App,New,1597.84,2924.76,3021.77,0.0,61,178410.36,80942.12,45.37,-3.21,-2.371,Maintain
T009731,2025-10-27,2025-10,P080,C01267,Sports,Premium,Marketplace,Loyal,1568.88,2544.95,2430.3,3.0,135,343568.25,131769.45,38.35,4.72,-1.245,Maintain
T009732,2025-03-25,2025-03,P004,C00287,Sports,Core,Online,Returning,2017.18,2864.51,3277.06,3.6,156,446863.56,132183.48,29.58,-12.59,-2.411,Maintain
T009733,2025-10-08,2025-10,P054,C01277,Sports,Value,Online,Price Sensitive,4228.19,5604.7,6828.79,19.4,134,751029.8,184452.34,24.56,-17.93,-0.671,Maintain
T009734,2025-07-31,2025-07,P116,C03643,Fashion,Core,Online,Returning,3668.53,4806.03,4818.7,13.9,88,422930.64,100100.0,23.67,-0.26,-1.945,Maintain
T009735,2025-10-28,2025-10,P020,C02320,Sports,Core,Online,Loyal,601.6,823.14,815.47,14.6,205,168743.7,45415.7,26.91,0.94,-1.031,Maintain
T009736,2025-01-30,2025-01,P019,C03413,Fashion,Value,Marketplace,Price Sensitive,3576.62,5506.63,4854.84,0.0,54,297358.02,104220.54,35.05,13.43,-1.776,Decrease
T009737,2025-12-28,2025-12,P085,C02227,Electronics,Premium,Marketplace,Returning,309.23,508.87,578.22,8.4,247,125690.89,49311.08,39.23,-11.99,-2.018,Maintain
T009738,2025-06-08,2025-06,P062,C02383,Beauty,Value,Mobile App,New,4047.15,5188.77,7504.21,19.2,245,1271248.65,279696.9,22.0,-30.86,-2.522,Maintain
T009739,2025-04-13,2025-04,P055,C00292,Sports,Premium,Online,Price Sensitive,949.58,982.7,1258.56,14.6,160,157232.0,5299.2,3.37,-21.92,-2.538,Maintain
T009740,2025-03-08,2025-03,P030,C00104,Sports,Value,Mobile App,Returning,341.85,407.07,487.95,4.8,78,31751.46,5087.16,16.02,-16.58,-0.771,Maintain
T009741,2025-12-26,2025-12,P021,C03166,Sports,Value,Mobile App,Returning,2318.3,3545.62,4477.11,13.8,410,1453704.2,503201.2,34.62,-20.81,-1.411,Maintain
T009742,2025-11-19,2025-11,P089,C00910,Electronics,Core,Online,New,767.79,1226.59,1311.98,0.0,42,51516.78,19269.6,37.4,-6.51,-2.483,Maintain
T009743,2025-02-17,2025-02,P043,C01624,Sports,Value,Online,Returning,1228.41,1636.64,1498.38,2.3,86,140751.04,35107.78,24.94,9.23,-0.92,Maintain
T009744,2025-06-12,2025-06,P094,C01664,Home & Kitchen,Premium,Mobile App,Returning,3667.53,7124.65,6309.71,0.0,74,527224.1,255826.88,48.52,12.92,-2.228,Decrease
T009745,2025-09-25,2025-09,P054,C02850,Sports,Value,Marketplace,Loyal,4228.19,6860.64,6952.2,7.6,116,795834.24,305364.2,38.37,-1.32,-0.671,Maintain
T009746,2025-08-04,2025-08,P048,C04236,Home & Kitchen,Core,Online,Price Sensitive,3685.07,6251.36,7559.66,12.8,46,287562.56,118049.34,41.05,-17.31,-0.801,Increase
T009747,2025-03-10,2025-03,P028,C03410,Electronics,Value,Marketplace,Returning,2462.86,4411.76,4282.34,1.6,114,502940.64,222174.6,44.18,3.02,-0.555,Maintain
T009748,2025-05-12,2025-05,P080,C02874,Sports,Premium,Mobile App,Returning,1568.88,2512.86,2527.38,7.7,146,366877.56,137821.08,37.57,-0.57,-1.245,Maintain
T009749,2025-05-15,2025-05,P035,C03757,Beauty,Core,Marketplace,Returning,711.45,1077.5,1024.83,2.5,192,206880.0,70281.6,33.97,5.14,-2.574,Maintain
T009750,2025-04-16,2025-04,P110,C02296,Fashion,Value,Marketplace,New,700.06,843.9,847.09,4.2,31,26160.9,4459.04,17.04,-0.38,-1.507,Maintain
T009751,2025-12-17,2025-12,P049,C00654,Sports,Core,Online,New,1597.84,2910.98,3037.76,1.0,70,203768.6,91919.8,45.11,-4.17,-2.371,Maintain
T009752,2025-03-16,2025-03,P098,C02198,Electronics,Core,Online,Returning,775.95,1066.86,1341.69,17.0,93,99217.98,27054.63,27.27,-20.48,-1.614,Maintain
T009753,2025-09-15,2025-09,P057,C04401,Home & Kitchen,Premium,Mobile App,New,2099.16,2951.5,3580.73,3.5,233,687699.5,198595.22,28.88,-17.57,-2.293,Maintain
T009754,2025-11-29,2025-11,P050,C03510,Electronics,Value,Marketplace,New,4299.82,5979.98,5445.31,6.6,139,831217.22,233542.24,28.1,9.82,-0.452,Maintain
T009755,2025-10-18,2025-10,P055,C01574,Sports,Premium,Online,New,949.58,1074.71,1286.04,4.7,148,159057.08,18519.24,11.64,-16.43,-2.538,Maintain
T009756,2025-10-19,2025-10,P053,C01457,Sports,Premium,Mobile App,New,1337.85,1815.0,2122.23,10.5,69,125235.0,32923.35,26.29,-14.48,-2.406,Maintain
T009757,2025-02-27,2025-02,P058,C04132,Beauty,Premium,Marketplace,Price Sensitive,4467.6,4292.73,5740.82,25.8,212,910058.76,-37072.44,-4.07,-25.22,-0.93,Maintain
T009758,2025-02-18,2025-02,P107,C00426,Home & Kitchen,Premium,Online,Returning,355.65,352.18,494.11,27.8,286,100723.48,-992.42,-0.99,-28.72,-1.204,Maintain
T009759,2025-10-13,2025-10,P085,C04198,Electronics,Premium,Online,Price Sensitive,309.23,478.13,533.5,6.8,178,85107.14,30064.2,35.33,-10.38,-2.018,Maintain
T009760,2025-09-30,2025-09,P005,C03047,Electronics,Core,Online,Price Sensitive,426.86,485.01,594.5,11.3,60,29100.6,3489.0,11.99,-18.42,-1.186,Maintain
T009761,2025-09-28,2025-09,P007,C03635,Sports,Core,Online,Price Sensitive,1651.91,2322.19,2864.88,15.1,215,499270.85,144110.2,28.86,-18.94,-0.935,Increase
T009762,2025-06-02,2025-06,P003,C01481,Fashion,Value,Mobile App,New,608.89,865.7,1142.29,17.1,426,368788.2,109401.06,29.67,-24.21,-2.348,Maintain
T009763,2025-07-11,2025-07,P083,C02919,Fashion,Core,Online,Returning,2378.15,3645.41,3927.15,12.8,110,400995.1,139398.6,34.76,-7.17,-1.021,Increase
T009764,2025-01-06,2025-01,P025,C01466,Sports,Premium,Mobile App,Returning,2262.33,2880.02,4044.01,16.1,419,1206728.38,258812.11,21.45,-28.78,-1.791,Maintain
T009765,2025-04-17,2025-04,P047,C00078,Home & Kitchen,Value,Online,Returning,3776.61,6221.7,6639.68,11.2,123,765269.1,300746.07,39.3,-6.3,-1.99,Maintain
T009766,2025-07-12,2025-07,P100,C02047,Fashion,Premium,Marketplace,New,1939.71,2932.69,2807.32,4.0,171,501489.99,169799.58,33.86,4.47,-1.232,Maintain
T009767,2025-02-15,2025-02,P016,C04410,Electronics,Core,Online,New,346.92,531.35,589.68,16.1,61,32412.35,11250.23,34.71,-9.89,-2.282,Maintain
T009768,2025-02-17,2025-02,P019,C01093,Fashion,Value,Mobile App,Loyal,3576.62,4783.25,5291.99,9.3,130,621822.5,156861.9,25.23,-9.61,-1.776,Maintain
T009769,2025-01-17,2025-01,P010,C00730,Home & Kitchen,Core,Online,Loyal,2747.49,3918.75,4176.56,10.7,64,250800.0,74960.64,29.89,-6.17,-0.669,Increase
T009770,2025-03-18,2025-03,P035,C04148,Beauty,Core,Mobile App,Returning,711.45,1134.22,975.0,0.0,176,199622.72,74407.52,37.27,16.33,-2.574,Decrease
T009771,2025-12-29,2025-12,P011,C04096,Home & Kitchen,Core,Online,Returning,975.02,1648.51,1811.67,3.0,130,214306.3,87553.7,40.85,-9.01,-0.961,Increase
T009772,2025-09-12,2025-09,P076,C03812,Home & Kitchen,Core,Mobile App,Returning,1011.89,1354.57,1456.72,5.7,248,335933.36,84984.64,25.3,-7.01,-2.166,Maintain
T009773,2025-12-13,2025-12,P089,C04395,Electronics,Core,Online,Loyal,767.79,1036.71,1257.03,12.1,87,90193.77,23396.04,25.94,-17.53,-2.483,Maintain
T009774,2025-04-04,2025-04,P023,C04460,Fashion,Core,Online,Loyal,4235.76,6302.36,8747.84,20.9,72,453769.92,148795.2,32.79,-27.96,-0.922,Increase
T009775,2025-08-07,2025-08,P063,C04133,Beauty,Core,Mobile App,Loyal,2455.15,3838.46,4563.94,13.8,191,733145.86,264212.21,36.04,-15.9,-2.588,Maintain
T009776,2025-11-22,2025-11,P037,C04341,Electronics,Core,Online,Returning,1445.24,1987.4,2132.58,7.1,187,371643.8,101383.92,27.28,-6.81,-0.825,Increase
T009777,2025-05-09,2025-05,P010,C03351,Home & Kitchen,Core,Marketplace,Returning,2747.49,4447.38,4368.04,1.5,49,217921.62,83294.61,38.22,1.82,-0.669,Maintain
T009778,2025-08-28,2025-08,P057,C01416,Home & Kitchen,Premium,Mobile App,Returning,2099.16,2631.35,3675.95,17.1,379,997281.65,201700.01,20.22,-28.42,-2.293,Maintain
T009779,2025-09-10,2025-09,P084,C02063,Electronics,Core,Online,New,861.56,1277.29,1408.24,10.6,99,126451.71,41157.27,32.55,-9.3,-2.185,Maintain
T009780,2025-10-31,2025-10,P028,C01713,Electronics,Value,Marketplace,Returning,2462.86,4596.54,3984.62,0.0,94,432074.76,200565.92,46.42,15.36,-0.555,Maintain
T009781,2025-12-20,2025-12,P095,C02293,Home & Kitchen,Value,Online,Price Sensitive,3290.48,5109.18,6619.34,15.7,359,1834195.62,652913.3,35.6,-22.81,-2.403,Maintain
T009782,2025-08-13,2025-08,P120,C03143,Sports,Core,Marketplace,Loyal,713.86,1114.13,1266.72,11.0,267,297472.71,106872.09,35.93,-12.05,-1.715,Maintain
T009783,2025-08-01,2025-08,P007,C01088,Sports,Core,Online,Returning,1651.91,2559.36,2899.16,0.0,228,583534.08,206898.6,35.46,-11.72,-0.935,Increase
T009784,2025-11-14,2025-11,P020,C00072,Sports,Core,Mobile App,New,601.6,928.48,862.04,12.7,177,164340.96,57857.76,35.21,7.71,-1.031,Maintain
T009785,2025-09-07,2025-09,P035,C02713,Beauty,Core,Marketplace,Returning,711.45,973.8,944.19,9.0,250,243450.0,65587.5,26.94,3.14,-2.574,Maintain
T009786,2025-05-13,2025-05,P102,C04473,Sports,Premium,Online,New,2326.48,3848.22,3710.06,0.0,77,296312.94,117173.98,39.54,3.72,-2.288,Maintain
T009787,2025-08-19,2025-08,P018,C03879,Electronics,Value,Mobile App,Returning,2299.79,2989.95,3793.68,22.6,268,801306.6,184962.88,23.08,-21.19,-1.659,Maintain
T009788,2025-07-20,2025-07,P057,C00049,Home & Kitchen,Premium,Online,Returning,2099.16,3020.7,3659.56,11.4,298,900168.6,274618.92,30.51,-17.46,-2.293,Maintain
T009789,2025-03-25,2025-03,P065,C02695,Sports,Premium,Mobile App,New,3531.05,4162.47,4682.67,5.0,208,865793.76,131335.36,15.17,-11.11,-1.297,Maintain
T009790,2025-07-08,2025-07,P016,C02392,Electronics,Core,Online,Returning,346.92,559.82,603.3,2.9,71,39747.22,15115.9,38.03,-7.21,-2.282,Maintain
T009791,2025-08-16,2025-08,P006,C01913,Fashion,Premium,Online,New,2349.46,3719.53,3813.08,7.0,34,126464.02,46582.38,36.83,-2.45,-1.7,Maintain
T009792,2025-11-26,2025-11,P015,C03010,Home & Kitchen,Value,Online,New,2761.39,4906.88,4801.56,7.2,189,927400.32,405497.61,43.72,2.19,-2.261,Maintain
T009793,2025-07-31,2025-07,P007,C01920,Sports,Core,Mobile App,Returning,1651.91,2152.84,3015.07,12.4,413,889122.92,206884.09,23.27,-28.6,-0.935,Maintain
T009794,2025-03-02,2025-03,P061,C04114,Sports,Core,Marketplace,Loyal,4035.87,7598.18,7455.08,6.7,171,1299288.78,609155.01,46.88,1.92,-1.189,Maintain
T009795,2025-12-27,2025-12,P113,C04085,Home & Kitchen,Core,Marketplace,Returning,4356.49,6217.94,7098.23,5.5,215,1336857.1,400211.75,29.94,-12.4,-2.344,Maintain
T009796,2025-07-30,2025-07,P043,C02899,Sports,Value,Mobile App,New,1228.41,1621.43,1444.26,9.5,79,128092.97,31048.58,24.24,12.27,-0.92,Maintain
T009797,2025-04-15,2025-04,P031,C02064,Sports,Value,Marketplace,Returning,3761.74,4480.67,5411.54,5.3,284,1272510.28,204176.12,16.05,-17.2,-1.23,Maintain
T009798,2025-10-03,2025-10,P029,C02687,Electronics,Value,Marketplace,New,2115.37,3497.18,3508.12,7.5,171,598017.78,236289.51,39.51,-0.31,-2.345,Maintain
T009799,2025-05-21,2025-05,P118,C04051,Sports,Core,Mobile App,Loyal,3585.24,5097.98,5426.26,18.0,299,1524296.02,452309.26,29.67,-6.05,-1.286,Increase
T009800,2025-05-16,2025-05,P116,C01352,Fashion,Core,Online,Price Sensitive,3668.53,4893.49,4886.45,5.0,54,264248.46,66147.84,25.03,0.14,-1.945,Maintain
T009801,2025-11-03,2025-11,P078,C03909,Sports,Core,Mobile App,Loyal,3966.89,5523.81,6201.64,7.1,100,552381.0,155692.0,28.19,-10.93,-1.515,Maintain
T009802,2025-11-13,2025-11,P056,C02660,Sports,Premium,Online,Loyal,440.87,600.24,579.89,2.7,143,85834.32,22789.91,26.55,3.51,-2.082,Maintain
T009803,2025-07-11,2025-07,P020,C00286,Sports,Core,Marketplace,Loyal,601.6,836.67,874.73,15.7,193,161477.31,45368.51,28.1,-4.35,-1.031,Maintain
T009804,2025-05-17,2025-05,P112,C03374,Electronics,Value,Online,Returning,2031.24,3056.25,3546.31,0.0,256,782400.0,262402.56,33.54,-13.82,-1.581,Maintain
T009805,2025-11-12,2025-11,P001,C00910,Sports,Premium,Online,Loyal,2732.42,4276.49,4292.68,2.2,263,1124716.87,406090.41,36.11,-0.38,-0.598,Maintain
T009806,2025-03-05,2025-03,P020,C02321,Sports,Core,Marketplace,Returning,601.6,875.78,876.19,13.0,150,131367.0,41127.0,31.31,-0.05,-1.031,Maintain
T009807,2025-09-30,2025-09,P082,C04277,Home & Kitchen,Core,Online,Returning,4380.26,5845.05,6117.72,6.9,241,1408657.05,353014.39,25.06,-4.46,-2.266,Maintain
T009808,2025-08-02,2025-08,P023,C03509,Fashion,Core,Marketplace,Loyal,4235.76,6780.82,8760.77,14.2,62,420410.84,157793.72,37.53,-22.6,-0.922,Increase
T009809,2025-11-08,2025-11,P013,C03148,Sports,Core,Marketplace,Loyal,2719.51,4421.76,5513.49,6.6,78,344897.28,132775.5,38.5,-19.8,-1.817,Maintain
T009810,2025-06-03,2025-06,P072,C00314,Home & Kitchen,Core,Mobile App,Returning,1274.12,1818.51,1745.62,3.3,70,127295.7,38107.3,29.94,4.18,-0.94,Maintain
T009811,2025-10-31,2025-10,P004,C03866,Sports,Core,Mobile App,Price Sensitive,2017.18,2671.99,3192.98,7.1,161,430190.39,105424.41,24.51,-16.32,-2.411,Maintain
T009812,2025-01-06,2025-01,P033,C01510,Home & Kitchen,Value,Online,Returning,846.06,1006.41,995.07,0.0,104,104666.64,16676.4,15.93,1.14,-1.335,Maintain
T009813,2025-10-04,2025-10,P078,C00226,Sports,Core,Online,Returning,3966.89,6170.83,6525.1,2.2,55,339395.65,121216.7,35.72,-5.43,-1.515,Maintain
T009814,2025-01-26,2025-01,P023,C04320,Fashion,Core,Marketplace,Returning,4235.76,6780.41,9069.56,14.4,69,467848.29,175580.85,37.53,-25.24,-0.922,Increase
T009815,2025-08-23,2025-08,P092,C00859,Sports,Value,Online,Loyal,2719.75,4403.91,5778.11,6.2,63,277446.33,106102.08,38.24,-23.78,-0.699,Increase
T009816,2025-03-13,2025-03,P012,C01456,Fashion,Premium,Online,Price Sensitive,4181.76,6815.84,7426.73,7.8,33,224922.72,86924.64,38.65,-8.23,-2.018,Maintain
T009817,2025-12-18,2025-12,P074,C00640,Electronics,Core,Online,Loyal,3782.23,6256.32,7548.76,8.9,196,1226238.72,484921.64,39.55,-17.12,-0.798,Increase
T009818,2025-10-08,2025-10,P010,C02799,Home & Kitchen,Core,Mobile App,Returning,2747.49,4305.65,4530.09,0.0,73,314312.45,113745.68,36.19,-4.95,-0.669,Maintain
T009819,2025-02-08,2025-02,P088,C03906,Beauty,Core,Mobile App,Returning,3130.05,4198.4,4578.48,0.0,64,268697.6,68374.4,25.45,-8.3,-1.285,Increase
T009820,2025-11-22,2025-11,P091,C02340,Electronics,Core,Online,Returning,3200.62,4569.21,4409.2,10.7,66,301567.86,90326.94,29.95,3.63,-2.509,Maintain
T009821,2025-04-02,2025-04,P096,C03912,Sports,Core,Online,Loyal,3390.68,5850.5,5393.93,5.1,38,222319.0,93473.16,42.04,8.46,-2.205,Decrease
T009822,2025-07-19,2025-07,P034,C04215,Home & Kitchen,Core,Marketplace,Price Sensitive,2604.65,3307.45,3468.12,6.5,76,251366.2,53412.8,21.25,-4.63,-1.125,Maintain
T009823,2025-02-01,2025-02,P029,C03927,Electronics,Value,Online,Price Sensitive,2115.37,3059.7,3442.96,12.3,161,492611.7,152037.13,30.86,-11.13,-2.345,Maintain
T009824,2025-02-08,2025-02,P118,C00733,Sports,Core,Online,Returning,3585.24,5708.57,5806.68,1.5,176,1004708.32,373706.08,37.2,-1.69,-1.286,Maintain
T009825,2025-03-30,2025-03,P088,C00928,Beauty,Core,Online,Returning,3130.05,3899.52,5005.35,4.0,68,265167.36,52323.96,19.73,-22.09,-1.285,Maintain
T009826,2025-07-15,2025-07,P022,C01348,Home & Kitchen,Premium,Mobile App,Returning,2335.5,4196.29,4503.64,5.5,111,465788.19,206547.69,44.34,-6.82,-0.587,Increase
T009827,2025-07-18,2025-07,P004,C02872,Sports,Core,Online,Returning,2017.18,2429.81,3345.04,10.4,301,731372.81,124201.63,16.98,-27.36,-2.411,Maintain
T009828,2025-11-09,2025-11,P043,C03881,Sports,Value,Online,Price Sensitive,1228.41,1622.46,1498.83,5.5,107,173603.22,42163.35,24.29,8.25,-0.92,Maintain
T009829,2025-03-02,2025-03,P080,C01408,Sports,Premium,Mobile App,New,1568.88,2449.87,2471.16,3.6,130,318483.1,114528.7,35.96,-0.86,-1.245,Maintain
T009830,2025-10-01,2025-10,P045,C02998,Fashion,Core,Online,Loyal,2608.12,2875.04,3584.5,19.9,165,474381.6,44041.8,9.28,-19.79,-0.456,Maintain
T009831,2025-01-03,2025-01,P097,C00843,Home & Kitchen,Value,Marketplace,Returning,807.0,1348.75,1649.12,8.3,75,101156.25,40631.25,40.17,-18.21,-0.493,Increase
T009832,2025-04-17,2025-04,P061,C02444,Sports,Core,Marketplace,Loyal,4035.87,7694.54,7602.14,12.6,165,1269599.1,603680.55,47.55,1.22,-1.189,Maintain
T009833,2025-03-05,2025-03,P119,C03509,Home & Kitchen,Core,Mobile App,Price Sensitive,325.81,654.86,663.96,0.0,207,135556.02,68113.35,50.25,-1.37,-1.236,Maintain
T009834,2025-02-15,2025-02,P105,C01778,Sports,Core,Online,Returning,1467.4,2886.54,2865.97,0.0,71,204944.34,100758.94,49.16,0.72,-1.357,Maintain
T009835,2025-08-02,2025-08,P057,C00735,Home & Kitchen,Premium,Online,Loyal,2099.16,3221.56,3819.43,12.1,210,676527.6,235704.0,34.84,-15.65,-2.293,Maintain
T009836,2025-11-25,2025-11,P101,C01851,Fashion,Value,Mobile App,New,1529.03,2325.43,2273.58,6.3,196,455784.28,156094.4,34.25,2.28,-1.369,Maintain
T009837,2025-09-01,2025-09,P054,C03430,Sports,Value,Online,New,4228.19,6650.74,7017.76,5.3,96,638471.04,232564.8,36.43,-5.23,-0.671,Increase
T009838,2025-11-08,2025-11,P002,C04208,Home & Kitchen,Core,Mobile App,Returning,3011.85,4407.13,4686.3,1.3,178,784469.14,248359.84,31.66,-5.96,-2.343,Maintain
T009839,2025-08-04,2025-08,P037,C02773,Electronics,Core,Online,Returning,1445.24,1816.64,2143.05,14.8,185,336078.4,68709.0,20.44,-15.23,-0.825,Maintain
T009840,2025-01-20,2025-01,P050,C03020,Electronics,Value,Mobile App,Loyal,4299.82,5816.31,5869.13,12.6,145,843364.95,219891.05,26.07,-0.9,-0.452,Maintain
T009841,2025-05-07,2025-05,P118,C01888,Sports,Core,Online,Returning,3585.24,5691.7,5777.6,7.5,213,1212332.1,448675.98,37.01,-1.49,-1.286,Maintain
T009842,2025-10-28,2025-10,P100,C04181,Fashion,Premium,Mobile App,New,1939.71,2894.5,2819.03,9.7,175,506537.5,167088.25,32.99,2.68,-1.232,Maintain
T009843,2025-01-17,2025-01,P018,C03915,Electronics,Value,Online,Loyal,2299.79,3711.84,4024.1,5.9,153,567911.52,216043.65,38.04,-7.76,-1.659,Maintain
T009844,2025-02-05,2025-02,P001,C04375,Sports,Premium,Online,Price Sensitive,2732.42,3998.75,4384.16,3.2,141,563823.75,178552.53,31.67,-8.79,-0.598,Increase
T009845,2025-11-01,2025-11,P064,C03886,Sports,Core,Online,Price Sensitive,1592.7,3078.52,2820.28,4.4,109,335558.68,161954.38,48.26,9.16,-2.489,Decrease
T009846,2025-01-24,2025-01,P065,C02462,Sports,Premium,Online,New,3531.05,4056.33,4636.04,13.4,162,657125.46,85095.36,12.95,-12.5,-1.297,Maintain
